GeneID,GSM3589673,GSM3589674,GSM3589675,GSM3589676,GSM3589677,GSM3589678,GSM3589679,GSM3589680,GSM3589681,GSM3589682,GSM3589683,GSM3589684,GSM3589685,GSM3589686,GSM3589687,GSM3589688
79369,842,412,631,434,416,220,412,441,528,232,382,483,827,393,686,523
56616,2301,1000,1653,1128,1098,605,1085,1271,1358,678,951,1021,1926,823,1523,1238
101593348,5,1,2,3,7,2,1,5,42,17,5,1,2,7,4,3
65082,679,310,347,252,373,282,241,401,419,111,425,208,374,263,344,223
6249,5452,3277,2466,6145,5082,3473,3213,5646,4723,3744,5888,3631,4742,3811,8320,4799
100507066,6,2,4,5,0,3,1,3,1,0,0,7,12,5,18,4
55596,3675,1146,2945,1181,1340,975,896,1573,1820,1003,1088,908,1647,1266,1429,1163
65117,8061,2664,6774,2499,3350,2119,2113,4326,9807,5763,7344,1707,2214,2607,1809,1607
9735,8080,3346,10392,1794,2798,1148,1621,1453,4777,1375,942,3495,5903,3012,3670,5856
113218484,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
338442,20,463,62,552,347,412,251,843,267,885,552,174,1051,266,399,19
113218511,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
8843,11,149,28,290,341,312,66,497,89,700,368,92,527,43,166,6
27198,9,50,6,0,5,3,180,36,10,6,15,0,10,21,9,46
8562,3046,1269,2561,1154,939,684,1279,1138,3943,407,1556,918,1563,601,975,1114
84660,16,12,120,25,30,33,21,30,31,20,7,17,51,44,4,54
9026,4845,940,14254,2323,772,335,746,1900,647,652,602,1084,1318,1772,1121,1457
79720,2485,340,1680,1737,958,577,1509,1389,449,2637,1584,1074,1693,860,978,1381
23457,95,138,1254,95,132,28,98,139,169,53,45,108,197,262,153,225
79676,212,115,252,110,137,95,115,200,42,26,50,107,174,558,148,115
51329,1262,746,1984,560,739,693,1241,1176,1288,611,1463,515,532,1352,468,491
57605,702,272,1261,357,623,161,543,382,386,959,392,561,695,860,608,863
100422931,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
100507091,4,0,12,0,3,1,0,2,2,0,0,4,4,10,4,11
10198,2734,1220,3442,716,1091,556,487,1081,2675,919,824,776,1594,1222,724,1522
91574,695,415,1115,264,396,164,527,445,843,178,847,294,534,319,179,384
8099,1476,964,1032,773,631,567,1274,869,753,515,894,599,653,441,654,415
55206,9324,3593,6514,3175,3528,2039,1539,3767,8133,1736,3035,2844,4482,2660,3508,2512
102466877,24,9,16,7,7,4,2,11,6,4,2,12,19,20,24,13
112268105,1,0,0,0,1,1,0,0,1,0,0,1,1,4,0,0
387893,2623,1214,1747,1502,600,615,1001,1264,2086,843,982,979,1818,1171,759,678
196383,81,227,229,228,512,387,513,1011,503,2618,1730,183,155,377,136,48
11066,351,146,218,120,148,115,116,223,147,63,165,115,215,206,121,148
353116,156,388,295,306,276,356,499,505,475,355,429,374,318,477,431,289
100500909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927415,9,9,12,0,7,3,0,17,4,0,0,11,6,9,15,1
10959,4079,1763,3127,2001,1709,1430,2824,1842,3219,831,3427,1357,2548,770,1758,1459
57696,2455,834,2111,706,638,366,723,837,1520,348,751,770,1484,973,1035,705
105370041,167,59,131,43,41,24,45,50,41,26,36,82,145,118,122,59
109616977,6,2,3,1,1,0,1,2,1,0,0,5,6,4,1,6
1967,3139,1722,2764,1197,1739,1166,1348,1861,2001,626,1547,1382,2763,1323,2212,1439
2967,1175,502,754,446,408,193,303,486,602,112,352,450,831,271,514,415
79867,2133,735,1514,682,1335,729,1089,4583,683,160,771,1101,1161,2672,1092,1523
23545,2362,1066,1227,1276,1715,973,1420,2281,2181,961,1664,1473,2049,2256,1160,1561
105370042,3,1,1,0,1,1,0,3,1,0,0,2,7,8,2,2
196385,331,34,126,272,39,224,31,11937,252,175,829,60,164,10110,113,111
105370044,1,0,1,2,1,2,0,75,3,1,4,1,2,79,1,0
80212,740,194,147,165,401,316,466,518,236,443,553,228,179,433,116,237
100533183,25,32,13,14,14,59,22,9,47,28,21,7,15,19,20,14
144348,7668,1390,3206,1130,1315,612,1411,2290,2688,617,1929,1503,2947,2197,1842,2865
144347,4,28,5,12,12,57,21,4,50,28,22,5,10,15,13,9
9612,10924,5928,4589,6963,5960,6971,9252,10225,3851,5890,10380,6138,4807,8389,4966,6143
102466204,6,1,2,0,1,1,0,8,2,3,2,9,12,18,7,9
105370047,26,13,13,5,5,11,5,27,2,2,2,24,24,42,12,20
101927436,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
949,10664,2168,3195,833,4441,1695,795,754,605,450,1058,501,836,808,6350,732
105370050,3,2,1,0,0,1,0,0,0,0,0,0,2,0,0,3
107984444,3,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1
105370051,10,1,1,0,0,0,0,0,0,1,1,0,3,1,4,2
7316,145381,135669,109154,131506,161044,138236,146177,173838,133310,229444,146193,79387,100565,58075,129768,104933
100847004,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
100189232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100189343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100009606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100189347,1,0,0,0,0,11,15,0,1,0,0,1,3,0,0,4
100189339,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
57647,1865,872,1512,583,1115,395,1047,823,744,431,679,578,805,874,674,431
140707,444,211,803,283,208,101,110,125,137,35,67,188,453,112,188,259
102659353,26,14,51,10,17,6,6,7,35,1,12,17,38,13,23,24
105370052,1,3,3,1,2,0,1,2,3,0,1,4,4,2,4,6
65985,774,1444,2676,1033,670,299,1094,815,540,201,552,585,1541,766,935,1679
105370053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114795,15,16,63,47,32,14,52,38,57,15,11,54,53,71,43,17
105370054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107984445,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0
105370055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400084,0,2,0,2,1,0,0,8,1,0,0,0,0,3,3,0
105370057,0,0,0,0,2,0,0,4,0,0,1,0,0,1,0,0
105370058,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
105370056,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
101927464,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
107984447,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
107984446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379613,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
101927531,1,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0
107984448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105370059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100128554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100996671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370060,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
387895,0,2,0,0,1,1,0,2,0,0,1,3,0,2,1,0
100507206,0,2,0,0,2,1,0,3,0,0,0,1,3,1,0,0
440117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370061,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
101927592,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
105370063,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
107984449,21,0,0,0,5,0,0,0,3,1,0,2,19,0,3,0
107984450,5,0,0,0,1,0,0,0,1,1,0,1,8,0,0,0
105370062,14,1,0,0,4,0,0,0,1,1,0,0,22,1,3,0
105370064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105370065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101927637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105370068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104472718,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
100862680,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105370070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100996679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107987176,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
92293,103,5,3,0,2,2,34,137,42,30,4,8,7,200,1,5
100500817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121260,522,377,531,295,573,543,303,484,226,663,372,467,562,391,534,389
100128276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
144423,9,13,202,16,90,88,18,107,52,1282,254,24,25,44,12,16
105370073,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
121256,3,0,13,0,5,0,0,0,75,56,21,4,0,1,0,3
283352,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
101927735,0,0,1,0,1,0,0,0,8,1,1,0,0,0,0,0
105370074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105370076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100190940,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
105370077,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105370078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440119,36,3,0,0,0,0,1,7,10,1,0,5,7,9,32,0
11211,306,125,6,44,4,1,7,136,163,29,17,36,146,30,44,3
107984480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
9271,958,1,24,1,2,0,2,8,26,7,6,3,12,6,7,101
23504,5934,11,422,27,2,5,7,89,99,27,26,50,104,137,5,441
105370079,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
105370080,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0
107984451,2,6,1,1,1,4,0,8,13,4,6,3,17,4,4,2
2054,172,219,140,157,461,805,158,652,270,307,452,428,307,691,285,473
5901,6668,2948,3743,2217,2803,906,2584,1632,4795,1321,2675,2216,3425,637,4101,1538
283383,57,262,226,67,664,621,391,255,113,181,1079,104,147,815,180,170
105755954,6,26,28,6,19,74,30,30,7,15,140,16,13,79,21,10
107984452,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0
116437,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
105370082,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
107987177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100128002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
107161159,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
105370083,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
338797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101929974,0,1,0,0,0,7,0,0,5,0,0,0,0,0,0,0
105370084,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
105370085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370086,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0
100996701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370087,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
6433,5103,1821,4170,1616,3095,1619,1830,3075,3116,1845,2212,1760,2448,3253,1773,1764
105370088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4326,34,29,8,28,133,67,167,82,98,53,30,68,37,63,67,17
8408,2937,780,1136,1439,1747,845,1284,1538,469,1246,385,882,1903,1371,2391,1103
107984455,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
80324,1093,440,1113,403,585,153,753,349,361,176,243,516,891,551,850,370
57634,11148,4293,8547,4187,7654,3988,5949,9159,4252,2484,3264,4728,7050,9078,6070,4430
677829,616,124,412,207,270,143,436,481,321,2197,461,261,496,924,408,561
347918,95,68,103,37,107,56,73,84,57,9,45,100,133,154,77,115
317781,852,252,601,179,321,125,261,370,154,196,138,248,398,441,285,193
79050,550,429,593,234,355,158,430,362,260,188,140,266,212,238,352,193
105370090,6,0,2,0,4,0,2,1,2,0,0,2,5,0,4,0
107984456,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
100996246,0,0,0,2,0,4,3,1,2,0,0,3,4,2,0,1
50614,11,0,2,1,18,3,1,7,229,92,46,50,40,10,4,1
105370091,2,0,2,0,2,2,0,0,21,7,7,5,4,2,0,1
100130238,0,0,3,0,0,0,0,4,1,0,1,23,5,2,3,0
101928416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370092,0,0,127,0,0,0,1,0,10,1,1,0,3,0,0,0
112268102,2,0,9,0,0,1,2,2,0,0,0,0,4,2,0,2
100129528,0,3,1,0,0,1,0,1,5,0,1,0,3,3,0,0
57666,1809,527,1699,498,950,590,768,980,455,538,291,494,787,1004,494,311
102465975,3,0,2,0,0,0,1,2,5,1,1,1,0,2,1,1
105370094,0,1,2,0,0,0,2,3,4,0,1,0,0,0,0,0
100507055,2,0,54,0,0,0,0,18,53,11,10,5,6,12,2,0
22953,22,5,331,5,8,5,6,17,35,18,6,12,41,51,17,11
5426,11074,2408,10578,2588,2133,1314,2502,2076,2336,1625,934,2927,4296,2980,3330,3144
5827,150,54,153,45,65,22,72,48,43,22,25,66,83,60,52,146
192111,865,396,1034,410,497,106,461,316,390,94,167,361,727,214,471,308
23141,3278,1371,3700,2419,5308,1403,2396,1629,1523,1590,1686,3262,3180,2167,2095,2030
2802,4096,2540,4397,2244,4230,2451,6031,3262,1791,1069,2847,2978,3828,4160,2859,2416
55743,398,911,1069,360,1635,1286,991,1354,706,1449,1176,1086,1640,1789,1242,1052
101928530,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1
100289635,360,198,1088,191,483,184,156,385,204,58,180,392,469,593,482,446
7574,768,284,886,260,511,349,368,478,302,180,187,674,1189,942,521,839
101928597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7637,1987,562,3440,877,1407,780,621,1338,1528,310,698,819,2331,1996,688,1671
7699,329,219,862,224,444,199,221,465,473,125,318,337,588,542,371,418
101060200,190,64,297,41,158,46,28,131,151,32,38,119,254,193,140,164
7556,320,91,679,96,177,64,88,267,117,42,73,174,439,412,134,292
10795,944,365,1158,258,510,321,289,728,857,155,555,585,1074,755,717,658
647589,1,3,3,0,0,0,0,0,25,3,4,0,0,0,0,0
26080,683,0,0,1,112,0,0,1,37,6,1,0,2,18,113,0
105379278,375,0,1,1,24,0,1,1,5,1,0,0,1,9,0,1
100874164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284232,20,25,26,6,21,3,12,57,74,65,35,6,57,92,7,11
100652856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348021,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
107984132,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
7278,15,0,0,0,5,0,0,1,22,15,8,0,1,2,0,0
101928697,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
100101938,0,0,0,5,0,0,1,0,2,0,0,0,1,0,0,0
100287114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93492,10,105,15,15,70,7,5,52,32,46,13,15,33,50,36,4
100874136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54737,1684,1461,3205,1706,2393,1938,1698,3097,1794,1624,2476,1206,1477,2832,1041,1206
55269,2292,1073,2749,1405,1538,733,964,1833,2498,1463,1658,983,1178,1408,1022,1017
9205,675,388,1056,537,565,374,294,722,455,514,410,473,620,856,486,359
7750,9548,3488,11732,4607,4922,3912,2568,6383,2818,4222,3869,4372,5192,6723,5505,4189
104355137,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3
105370101,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0
2700,344,33,0,130,0,8,2,7,50,29,13,3,22,0,2,2
107984553,1,0,0,4,0,0,0,1,3,0,0,0,3,0,7,1
2706,110,306,19,8142,394,72,1599,468,284,69,170,2295,2906,157,3519,359
10804,7,302,67,4287,0,0,19,34,739,206,16,912,3630,19,499,0
105370102,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
51084,107,161,625,338,377,410,224,427,106,299,397,176,142,129,87,99
100616304,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105370103,0,1,0,0,0,0,0,1,0,0,0,1,4,1,2,0
8100,667,290,687,433,529,412,423,1727,268,308,753,378,398,1294,273,509
53342,5,9,11,4,7,2,8,1,25,10,6,4,3,5,3,41
221143,69,50,159,59,53,23,37,116,68,42,102,50,59,71,29,50
64328,2081,958,2358,1125,1119,686,601,1186,1101,653,1127,1395,1731,1765,1531,4474
101930748,0,1,2,0,0,0,0,0,3,1,0,0,0,1,0,15
26524,209,416,223,627,602,956,646,730,192,978,585,573,414,755,741,285
105370104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10284,942,804,1006,823,704,614,871,1335,961,767,1433,449,537,353,483,444
221150,501,176,502,162,63,34,130,45,559,252,115,187,150,25,187,71
78988,340,322,545,353,260,217,293,443,242,142,420,225,314,301,331,282
103689843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370105,1,4,3,1,0,1,1,2,4,0,0,1,3,0,1,0
101928764,5,5,3,2,3,2,1,5,2,0,1,3,3,8,1,9
650794,208,91,168,153,100,156,53,126,87,90,132,122,187,91,97,108
100652865,5,1,1,0,2,0,0,5,1,0,0,0,2,3,2,0
2871,32,15,24,20,26,13,8,30,37,20,9,30,31,76,24,27
253832,1923,777,1587,1442,868,1374,618,1123,828,1105,1527,1092,1356,609,813,966
221154,830,393,909,520,686,478,474,967,743,507,1127,434,575,459,527,548
107984582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2254,120,2,5,2,0,104,1,18,6,8,5,0,0,24,1,20
100874182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105370108,14,1,5,7,21,7,0,2,4,1,1,1,22,6,31,5
100506622,2,0,1,1,1,5,0,0,2,0,0,0,5,0,5,0
107984599,0,0,0,2,0,2,0,0,0,0,0,0,4,0,1,2
100996930,2,2,24,3,0,5,60,106,73,26,8,0,0,84,9,3
105370109,0,0,0,0,0,1,0,12,0,0,0,0,0,7,0,1
646201,0,0,1,0,0,0,1,49,5,4,5,0,3,23,0,0
105370111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105370112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6445,7,4,6,154,38,3,18,1,11,53,15,3,5,10,4,617
107984585,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
26278,1428,866,1987,1217,1609,1766,1086,1916,2249,1965,1708,2314,3382,3767,2515,3385
100506680,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4
100506697,1,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0
55504,1458,33,199,157,80,42,335,851,28,60,223,491,130,603,27,291
105370114,23,1,6,0,0,1,1,6,1,1,0,17,3,17,0,6
105370113,4,0,4,3,1,2,1,7,3,0,1,4,7,12,3,33
4285,728,255,565,397,304,233,396,1302,242,94,390,448,312,768,404,494
542767,20,2,13,7,4,5,4,17,9,1,3,10,4,7,4,6
387911,20,2,19,6,4,5,5,19,13,5,3,11,8,5,4,10
400110,9,0,25,0,0,0,0,1,4,6,0,1,7,1,1,0
105370115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221178,1274,324,931,473,785,646,600,1804,190,1521,666,421,448,2100,623,581
100313842,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
100874231,1,0,2,1,2,0,0,4,0,0,0,0,0,5,1,5
338872,12,1,9,5,4,2,14,29,10,6,2,3,4,8,1,15
100861547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,3272,3076,2814,4365,6639,5216,5202,7011,3114,3206,6029,3052,4367,5013,3599,3581
105370117,1,0,3,0,0,1,0,1,1,2,1,1,4,5,0,1
105370295,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0
101927375,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0
374491,1,2,53,3,1,0,14,206,13,8,0,5,10,69,11,6
107984610,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
479,1,4,13,1443,14,122,14,3960,73,15,83,552,370,348,2,21
105370118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56163,6,48,15,46,12,2,2,36,17,14,13,7,10,24,5,2
112268115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55835,2022,1834,3147,1391,888,769,1599,1597,1842,523,820,817,1161,2221,1301,735
107987187,0,8,1,2,2,0,0,20,2,1,0,1,2,14,1,2
646405,3,36,11,12,8,2,12,112,9,7,9,26,13,133,11,38
105370119,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
105370120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,155,109,302,123,65,38,80,95,132,59,66,89,255,53,433,83
219287,1,1,1,0,1,0,0,1,30,16,8,2,1,0,0,0
101928922,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
102723318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370121,0,0,1,0,1,1,0,1,3,1,0,3,0,0,2,1
9107,318,442,309,336,674,934,376,715,316,604,939,487,491,556,361,458
9818,1657,912,1956,1015,1144,1152,691,1038,937,1458,1607,698,1343,1085,862,1086
51761,14,14,12,21,2,8,8,13,38,21,35,28,10,23,18,57
105370122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
387914,27,12,2,17,5,4,5,50,43,17,21,4,3,27,1,47
107984009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,1223,729,1148,986,832,688,648,1476,1356,498,1493,468,860,703,724,450
1024,1330,449,602,538,368,323,431,495,792,372,692,343,493,391,539,565
10810,601,136,143,129,48,127,126,326,179,400,259,59,144,241,93,202
107984597,3,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0
2835,0,0,3,2,0,0,0,1,18,4,3,11,0,0,0,31
105370124,1,0,4,0,0,2,0,0,0,1,0,1,0,1,0,0
219333,730,608,2335,489,581,581,323,742,671,1603,1086,554,709,717,582,686
100874070,0,0,6,2,0,5,0,2,0,0,1,1,8,3,3,2
100874071,1,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0
105370125,0,1,6,1,0,1,2,6,2,8,1,0,6,2,3,4
102723332,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2
6144,9760,5036,21300,6148,5797,4390,9581,10269,8432,9437,12760,4185,5961,4569,9555,4291
26771,26,10,57,9,11,4,5,16,22,20,17,23,54,32,33,46
619499,44,11,55,21,15,9,19,21,67,477,125,94,119,163,122,110
387496,36,69,320,31,54,65,61,306,133,100,157,38,58,187,38,28
105370126,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2971,1839,908,2471,842,1213,756,1700,1241,1546,792,2058,668,1115,828,1222,908
219402,472,501,822,702,697,500,367,941,782,377,1039,277,523,521,451,393
222484,823,498,534,878,266,154,358,702,382,194,900,320,624,588,375,402
51082,1182,1244,1645,1579,694,602,996,1421,1671,759,1440,594,1071,761,1275,562
105370128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105370129,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
219409,1,0,0,0,0,0,0,0,19,7,5,0,0,0,0,0
100861550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,2,3,38,1,0,0,0,1,81,40,10,0,0,0,14,14
100132234,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1045,2,9,0,17,1,0,1,0,29,13,3,0,0,1,3,0
646625,1,0,1,0,0,0,0,0,7,13,2,0,0,0,0,0
105370132,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
2322,10,63,40,12,47,40,11,173,21,151,89,20,95,76,39,6
255967,1894,967,2896,1403,1730,1458,942,2228,858,1682,1097,1253,1893,2409,1329,1242
100288730,46,32,93,29,47,48,39,62,31,34,37,36,36,73,35,23
2321,1515,3517,1777,2423,1550,5364,2126,2994,1835,4872,2783,1721,2729,2033,3392,1565
105370135,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
51371,2138,1795,2323,1890,1720,1825,1407,1709,1330,1462,2084,1220,2035,612,1944,1435
283537,32,250,268,176,430,402,36,528,42,56,235,143,159,245,160,91
23281,288,4,152,11,4,9,9,34,51,31,18,6,31,21,14,4
100874107,2,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
6541,4139,2057,3147,2043,1127,474,1812,862,980,655,433,976,1806,535,2025,535
102723345,0,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0
105370139,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5412,261,364,151,608,611,577,389,1037,218,327,815,476,425,498,442,437
100874059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100861573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440131,0,7,0,0,2,0,0,1,1,2,0,0,0,1,0,0
100874146,0,0,0,2,0,0,0,2,1,0,0,0,4,5,1,0
102157400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370141,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,1
84056,64,280,103,179,265,346,243,350,425,261,304,262,197,373,216,255
102723381,0,1,1,0,3,6,0,0,3,0,0,2,1,4,4,4
100188949,0,1,0,1,8,3,1,2,1,0,2,0,4,6,3,0
103724387,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
171222,1,6,7,3,1,0,0,2,6,2,1,1,2,6,2,1
107984577,0,3,0,0,0,0,0,2,1,0,0,3,5,2,2,0
3146,3993,2261,4982,2291,2260,1156,3364,3108,4750,4952,4577,1268,1577,1358,1446,1146
10208,753,523,613,338,611,593,504,745,335,496,464,659,1075,1208,559,684
100189036,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
241,40,313,69,359,880,4245,509,531,94,2322,695,182,148,240,99,163
100874158,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
440132,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100507064,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
84935,21,82,31,56,42,92,196,67,14,390,259,105,59,39,34,30
122046,1,1,1,0,0,5,1,299,9,2,50,0,3,88,1,2
105370145,0,0,1,0,0,0,0,19,0,0,4,0,0,3,0,0
102723392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10808,6113,6630,7667,5228,1738,1701,2576,6918,7537,5492,4282,1110,3262,2283,2824,2882
105370148,1,0,1,0,0,0,0,2,1,0,1,0,0,3,0,1
145173,451,662,162,415,301,254,247,584,548,188,295,293,582,335,189,665
105370150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122042,2,0,1,0,2,22,5,2,18,27,12,0,17,22,2,0
105370152,0,1,10,1,0,5,1,4,1,3,3,6,4,12,1,2
